resolution,scope,feature,lag,n,spearman_r,p,q_fdr
weekly,pooled,tmax_over_27°C,2,331,0.06607352241799519,0.23058033253632104,0.8748065108673045
monthly,ummels,tmean_under_4°C,1,41,0.19062735605277567,0.23253736575315967,0.8748065108673045
weekly,gilde,tmax_under_9°C,2,170,0.09203752347379915,0.2325936812395782,0.8748065108673045
weekly,pooled,tmax_over_25°C,2,331,0.06559914454354149,0.23395234391587194,0.8748065108673045
weekly,pooled,temp_max_c_max,1,333,0.06534977558278796,0.23431810189334007,0.8748065108673045
monthly,ummels,tmean_under_6°C,2,40,0.19211465739827574,0.23498610852812613,0.8748065108673045
monthly,gilde,rain_mm_sum,2,39,0.19453441295546559,0.23533845823627852,0.8748065108673045
monthly,pooled,tmax_over_25°C,2,79,-0.135026829425827,0.23544150233847747,0.8748065108673045
monthly,ummels,tmean_under_2°C,2,40,0.19157842418527773,0.23632019485882302,0.8748065108673045
weekly,ummels,tmin_under_-3°C,0,163,-0.09301579788794113,0.23761497759075204,0.8748065108673045
monthly,gilde,rain_over_20mm,2,39,-0.19354380211810593,0.23777811778845784,0.8748065108673045
monthly,gilde,precip_over_20mm,2,39,-0.19354380211810593,0.23777811778845784,0.8748065108673045
weekly,pooled,gust_over_70km/h,2,331,0.06500130476976737,0.23825130280943216,0.8748065108673045
monthly,ummels,tmax_under_7°C,0,42,0.18598797532804004,0.2382835195944909,0.8748065108673045
weekly,pooled,tmax_under_5°C,2,331,0.06497587967570359,0.23843535269866228,0.8748065108673045
monthly,gilde,tmin_under_-3°C,2,39,-0.19300079882955873,0.2391226574563453,0.8748065108673045
monthly,ummels,tmax_over_27°C,1,41,-0.187296657185466,0.24095318000860638,0.8748065108673045
weekly,pooled,tmax_under_9°C,0,335,-0.06418956191045197,0.24132587711213294,0.8748065108673045
weekly,gilde,snow_over_0.1cm,1,171,-0.09007846927536706,0.24132848089511064,0.8748065108673045
weekly,pooled,tmax_over_30°C,0,335,0.06415842567273475,0.2415546924411304,0.8748065108673045
monthly,gilde,rain_over_1mm,0,41,-0.18669110068728365,0.24250512356228618,0.8748065108673045
monthly,ummels,tmax_under_5°C,2,40,0.18879896924858927,0.24331748481295634,0.8748065108673045
monthly,pooled,tmean_under_8°C,0,83,-0.1292384746708833,0.24424038264454262,0.8748065108673045
weekly,ummels,snow_over_5cm,1,162,-0.09160653501180352,0.246304733982901,0.8748065108673045
weekly,gilde,tmean_under_0°C,2,170,0.08937293344007058,0.24645453440535822,0.8748065108673045
weekly,pooled,precip_over_10mm,2,331,0.06373582042237626,0.24753352995843914,0.8748065108673045
monthly,gilde,gust_over_40km/h,1,40,-0.1870159727993671,0.24787903346156306,0.8748065108673045
weekly,gilde,rain_over_0.5mm,2,170,0.08909850539743364,0.24791398614232904,0.8748065108673045
weekly,gilde,snow_over_2cm,1,171,-0.08871007512995792,0.2485811089194969,0.8748065108673045
monthly,gilde,precip_over_1mm,0,41,-0.18410735141468862,0.24920266183646145,0.8748065108673045
weekly,gilde,tmax_under_5°C,2,170,0.08881899107138308,0.24940663832603374,0.8748065108673045
weekly,gilde,precip_mm_sum,2,170,0.08866001792922741,0.250258352300908,0.8748065108673045
weekly,ummels,temp_mean_c_mean,0,163,0.09037863510695075,0.2512383201809797,0.8748065108673045
monthly,ummels,gust_over_70km/h,1,41,0.1831234118523749,0.25178556104557576,0.8748065108673045
weekly,pooled,tmax_under_9°C,2,331,0.06315255275806587,0.25189551614254707,0.8748065108673045
weekly,gilde,tmean_under_10°C,0,172,-0.0877942110639415,0.25211505181655636,0.8748065108673045
monthly,pooled,tmax_over_22°C,0,83,0.1269840147802699,0.25263499210968227,0.8748065108673045
weekly,ummels,tmax_under_5°C,1,162,-0.09032422280977184,0.25300723200964886,0.8748065108673045
weekly,pooled,gust_over_80km/h,1,333,-0.06269571882833029,0.25390730724366345,0.8748065108673045
monthly,pooled,tmin_under_-3°C,1,81,-0.12814285796837802,0.254258023140361,0.8748065108673045
weekly,gilde,rain_over_8mm,2,170,0.08767679919341809,0.2555707614057202,0.8750539036245338
monthly,gilde,tmax_over_27°C,0,41,-0.181562591615956,0.2559194886168028,0.8750539036245338
weekly,ummels,wind_max_kmh_max,1,162,-0.08933925616590366,0.25824026761810703,0.875156546332091
weekly,pooled,tmin_under_-2°C,1,333,-0.062041165539908176,0.25890805949160745,0.875156546332091
weekly,gilde,gust_over_80km/h,1,171,-0.08671124291165398,0.25944437616919863,0.875156546332091
weekly,gilde,snow_over_0.5cm,0,172,-0.08640677240540563,0.2597170038128913,0.875156546332091
weekly,gilde,tmean_under_10°C,2,170,0.08666895527854036,0.26109631151547646,0.875156546332091
monthly,pooled,snow_over_1cm,2,79,0.12787167379056738,0.2614161685991107,0.875156546332091
monthly,gilde,wind_over_35km/h,0,41,-0.17911587540733903,0.2624904874639093,0.875156546332091
weekly,gilde,snow_over_0.1cm,0,172,-0.0858022936475428,0.26307771913360517,0.875156546332091
monthly,gilde,snow_over_2cm,2,39,0.18364288312234872,0.2631033758727721,0.875156546332091
monthly,ummels,wind_max_kmh_mean,1,41,-0.1780487804878049,0.26539107042565674,0.8799878557769208
monthly,gilde,tmin_under_1°C,2,39,0.18249364196201723,0.26615436509874174,0.8799878557769208
weekly,ummels,tmin_under_-1°C,0,163,-0.08703210475540035,0.2692905506198637,0.8867930811555853
weekly,pooled,precip_over_2mm,1,333,-0.06035590010846006,0.2720945471082957,0.8867930811555853
monthly,pooled,rain_over_3mm,2,79,0.12494826110564165,0.272567418351578,0.8867930811555853
monthly,pooled,tmax_under_7°C,2,79,0.12484794203279372,0.2729556597096176,0.8867930811555853
weekly,ummels,tmax_over_22°C,0,163,0.08628601392321537,0.273432511174806,0.8867930811555853
weekly,pooled,precip_over_1mm,1,333,-0.06005621243239864,0.2744865726747771,0.8867930811555853
monthly,pooled,tmin_under_-3°C,0,83,-0.12103875790674869,0.27571072462701995,0.8867930811555853
weekly,ummels,snow_over_5cm,0,163,-0.08581960181203942,0.27604362733209675,0.8867930811555853
monthly,gilde,gust_over_70km/h,0,41,-0.17414954878735894,0.276169820498683,0.8867930811555853
weekly,ummels,wind_over_30km/h,1,162,-0.08592356972056517,0.27696086404837145,0.8867930811555853
monthly,gilde,tmin_under_2°C,0,41,-0.1738105352556328,0.27712032456872887,0.8867930811555853
monthly,ummels,tmax_over_28°C,1,41,-0.17342941045266766,0.2781914518360528,0.8867930811555853
weekly,gilde,temp_max_c_max,0,172,0.08295977477827801,0.27927925337471154,0.8867930811555853
weekly,ummels,rain_over_1mm,1,162,0.08547445494731082,0.2794888275758293,0.8867930811555853
weekly,gilde,snow_over_2cm,0,172,-0.08244782421977123,0.282267190492598,0.8930349906102023
weekly,ummels,tmean_under_0°C,0,163,-0.08414291453432121,0.2855690403825031,0.8987037398067149
monthly,gilde,rain_over_8mm,2,39,0.17533206663898998,0.2856914704199366,0.8987037398067149
weekly,gilde,rain_over_1mm,2,170,0.08202229279550696,0.287626688826179,0.9003608309798952
monthly,pooled,tmean_under_10°C,0,83,-0.1180437748565781,0.28785378065842243,0.9003608309798952
monthly,ummels,tmin_under_0°C,0,42,-0.16737089120335272,0.2893954553179384,0.9022114378212239
monthly,gilde,tmean_under_10°C,2,39,-0.17354934229262378,0.29069561725291526,0.9022114378212239
monthly,pooled,wind_over_45km/h,1,81,0.11877913591175973,0.29090377877069434,0.9022114378212239
weekly,pooled,snow_over_0.5cm,2,331,0.05783604545024148,0.2941171764390052,0.9058655824974691
weekly,gilde,snow_over_1cm,2,170,0.08037033432966015,0.2974784293644198,0.9058655824974691
weekly,gilde,rain_over_3mm,1,171,-0.07989503824909419,0.29891554188241487,0.9058655824974691
weekly,ummels,rain_over_0.5mm,2,161,0.08234662406084607,0.2990443193847994,0.9058655824974691
weekly,gilde,tmax_under_7°C,1,171,0.0796941345636579,0.3001361999053151,0.9058655824974691
weekly,ummels,rain_mm_sum,2,161,0.08203364535432112,0.3008909902989383,0.9058655824974691
weekly,gilde,tmax_over_26°C,1,171,-0.0795089850811459,0.301264050275734,0.9058655824974691
monthly,ummels,snow_over_1cm,0,42,0.16317656992127705,0.3018230344731258,0.9058655824974691
monthly,pooled,wind_over_40km/h,1,81,0.1158024939628959,0.3032486233451107,0.9058655824974691
monthly,ummels,precip_over_20mm,1,41,0.16401104427701949,0.30552113953790533,0.9058655824974691
monthly,ummels,rain_over_20mm,1,41,0.16401104427701949,0.30552113953790533,0.9058655824974691
monthly,pooled,tmean_under_6°C,0,83,0.1135227640187852,0.3068449955632362,0.9058655824974691
monthly,pooled,wind_over_30km/h,0,83,-0.11351884494849672,0.30686180360561394,0.9058655824974691
monthly,ummels,wind_over_25km/h,2,40,-0.1653218268927612,0.307980809479153,0.9058655824974691
monthly,pooled,tmax_under_7°C,0,83,0.11321527599499813,0.3081655635563446,0.9058655824974691
monthly,gilde,tmin_under_5°C,2,39,-0.16718087608019283,0.30903091219866785,0.9058655824974691
monthly,ummels,tmax_over_22°C,0,42,0.16039772066889685,0.3102419780825005,0.9058655824974691
monthly,gilde,tmin_under_-2°C,0,41,-0.16236033736543445,0.3104813987708292,0.9058655824974691
weekly,gilde,snow_over_0.5cm,2,170,0.07811945447776646,0.3112576546827207,0.9058655824974691
monthly,gilde,tmax_over_22°C,2,39,-0.16618340602861353,0.3119676378358065,0.9058655824974691
weekly,ummels,snow_over_5cm,2,161,-0.08014753307934812,0.31217866001206596,0.9058655824974691
monthly,gilde,wind_max_kmh_max,2,39,-0.16578947368421054,0.31313228452016223,0.9058655824974691
monthly,gilde,snow_over_2cm,1,40,0.1632153486095472,0.31427138121796805,0.9058655824974691
weekly,pooled,rain_over_1mm,2,331,0.05547751481214473,0.31428003752768563,0.9058655824974691
weekly,ummels,precip_mm_sum,2,161,0.079757706115947,0.3145456528054844,0.9058655824974691
monthly,pooled,temp_mean_c_mean,0,83,0.11166617690273287,0.3148745058871265,0.9058655824974691
weekly,pooled,tmax_over_32°C,0,335,-0.05505317615727178,0.3150729549227095,0.9058655824974691
weekly,pooled,snow_over_5cm,1,333,-0.05505853360770218,0.31648563022539344,0.9058655824974691
monthly,ummels,wind_over_35km/h,2,40,0.16225135733043364,0.31717700000728943,0.9058655824974691
monthly,ummels,gust_over_40km/h,1,41,-0.15983965929499275,0.31815382080266674,0.9058655824974691
monthly,ummels,wind_over_40km/h,1,41,0.15965198938269712,0.3187297817966043,0.9058655824974691
weekly,ummels,tmax_under_3°C,2,161,0.07903057908198173,0.3189918489626225,0.9058655824974691
weekly,ummels,gust_over_70km/h,2,161,0.0789439908050041,0.31952401623837867,0.9058655824974691
monthly,pooled,wind_over_40km/h,0,83,-0.10993516277153147,0.32248189061865157,0.9058655824974691
weekly,gilde,wind_over_40km/h,1,171,-0.07603461797624855,0.3229466916238693,0.9058655824974691
monthly,gilde,tmean_under_4°C,0,41,-0.15802206309958716,0.32375960789126873,0.9058655824974691
monthly,ummels,tmin_under_0°C,1,41,0.15793674521082385,0.3240242533813812,0.9058655824974691
weekly,pooled,wind_over_25km/h,0,335,-0.05401148287999859,0.32433091199333974,0.9058655824974691
monthly,pooled,snow_over_5cm,0,83,-0.10937986296471884,0.3249470153946187,0.9058655824974691
weekly,ummels,wind_max_kmh_mean,2,161,-0.07798199762913048,0.325475055283449,0.9058655824974691
weekly,pooled,gust_over_50km/h,0,335,-0.05380846685535138,0.3261555255570571,0.9058655824974691
monthly,pooled,wind_max_kmh_mean,0,83,-0.10900046177742327,0.3266381800649366,0.9058655824974691
monthly,pooled,snow_over_1cm,0,83,0.10780033992655408,0.33202454329547876,0.9128982044816845
weekly,gilde,rain_mm_sum,2,170,0.0748020124542512,0.33231462504812137,0.9128982044816845
weekly,ummels,tmin_under_-3°C,1,162,-0.07653485303861561,0.33304083437773335,0.9128982044816845
monthly,ummels,tmax_over_30°C,1,41,-0.15474390503429541,0.33402528620470656,0.9128982044816845
weekly,ummels,tmin_under_3°C,2,161,0.07657351261377161,0.33431611276588313,0.9128982044816845
weekly,gilde,snow_over_2cm,2,170,0.07445368793254824,0.33457727469160436,0.9128982044816845
weekly,gilde,tmax_over_25°C,1,171,-0.07402674676591195,0.3359259413241395,0.9128982044816845
monthly,gilde,tmean_under_0°C,1,40,0.15602704559394776,0.33634328304524147,0.9128982044816845
monthly,ummels,rain_over_15mm,0,42,0.15166313290257238,0.3376651684912303,0.9128982044816845
weekly,ummels,tmin_under_-2°C,1,162,-0.07577959180521471,0.33784754676969747,0.9128982044816845
monthly,gilde,snow_over_0.1cm,0,41,0.15314190938821323,0.3391145347736651,0.9128982044816845
weekly,pooled,tmax_over_28°C,0,335,0.05238621589056611,0.33912385616077106,0.9128982044816845
monthly,gilde,temp_mean_c_mean,2,39,-0.1562753036437247,0.34209154006167564,0.918640940507085
weekly,gilde,gust_over_60km/h,1,171,-0.07294056683118866,0.3430839777616735,0.9189659958764883
weekly,ummels,tmin_under_0°C,2,161,0.07492873026598863,0.3448326186643472,0.9189659958764883
weekly,gilde,tmean_under_2°C,2,170,0.07282314410518775,0.34529943125840956,0.9189659958764883
weekly,gilde,rain_over_2mm,2,170,0.07268249794126727,0.34623435622149823,0.9189659958764883
monthly,pooled,tmin_under_0°C,0,83,-0.10446327479861557,0.3472959587708632,0.9189659958764883
monthly,ummels,tmax_over_27°C,2,40,-0.15233770944203942,0.3480340414306259,0.9189659958764883
monthly,ummels,tmax_over_24°C,0,42,0.14724765069644313,0.3520805731657859,0.9189659958764883
monthly,pooled,tmax_over_27°C,1,81,-0.10465829677803691,0.3524532125250449,0.9189659958764883
weekly,pooled,tmean_under_0°C,2,331,0.05122265271939817,0.3528895897688008,0.9189659958764883
weekly,ummels,tmax_under_3°C,1,162,-0.07344265525159197,0.35299847777832455,0.9189659958764883
monthly,ummels,tmean_under_0°C,2,40,0.15066070090889883,0.353429098111559,0.9189659958764883
weekly,pooled,rain_over_2mm,1,333,-0.05098406476495531,0.35367905010889095,0.9189659958764883
weekly,gilde,tmin_under_5°C,2,170,0.07152502882381123,0.3539890504035059,0.9189659958764883
monthly,gilde,tmean_under_8°C,0,41,-0.14818036892818243,0.3551775946794831,0.9189659958764883
monthly,ummels,wind_max_kmh_mean,2,40,-0.149906191369606,0.35587287033127574,0.9189659958764883
monthly,pooled,wind_over_25km/h,2,79,-0.10502288863034162,0.35697947490806353,0.9189659958764883
monthly,pooled,snow_over_0.5cm,1,81,0.10357829767689478,0.35747148149960584,0.9189659958764883
weekly,ummels,tmean_under_8°C,0,163,-0.07241722420859792,0.3582772327313468,0.9189659958764883
monthly,gilde,tmax_over_30°C,0,41,-0.14723553021402336,0.3582879720575375,0.9189659958764883
monthly,ummels,wind_max_kmh_max,2,40,-0.14878048780487807,0.3595378575498267,0.9189659958764883
monthly,gilde,tmean_under_2°C,1,40,-0.14871843362629064,0.35974054879451994,0.9189659958764883
monthly,gilde,tmin_under_-1°C,1,40,-0.14827506208207739,0.36119076324537874,0.9190235422373572
monthly,ummels,snow_over_5cm,0,42,-0.14444184563951756,0.3614325102532022,0.9190235422373572
weekly,pooled,rain_over_2mm,2,331,0.05011891425300323,0.36337355779736374,0.919836849731394
weekly,gilde,tmax_over_22°C,2,170,0.07009495547774577,0.3637190359557148,0.919836849731394
monthly,pooled,wind_over_30km/h,1,81,-0.10190580177766835,0.3653293854197243,0.919836849731394
weekly,ummels,wind_over_40km/h,0,163,-0.07101220141863743,0.3677033622096142,0.919836849731394
weekly,pooled,tmin_under_1°C,2,331,0.049596468451284154,0.3684030064110851,0.919836849731394
weekly,ummels,wind_max_kmh_mean,1,162,-0.07112871801351127,0.36841288360329383,0.919836849731394
monthly,pooled,snow_over_1cm,1,81,0.10120097834239744,0.36867230374938176,0.919836849731394
monthly,gilde,rain_over_0.5mm,0,41,-0.14367240593491182,0.3701650605079082,0.919836849731394
monthly,ummels,tmax_under_7°C,2,40,0.1455126646929547,0.37030527022201287,0.919836849731394
weekly,pooled,snow_over_0.1cm,2,331,0.04921312809713143,0.37212061643627387,0.919836849731394
monthly,ummels,tmean_under_6°C,1,41,0.14226270114772838,0.37492819792977045,0.919836849731394
weekly,gilde,tmax_over_28°C,0,172,0.06774439230583174,0.3772385542898083,0.919836849731394
monthly,gilde,temp_mean_c_mean,0,41,0.14146341463414638,0.37764493484012085,0.919836849731394
weekly,pooled,wind_max_kmh_max,0,335,-0.048171571774415646,0.37945585517604,0.919836849731394
monthly,gilde,gust_over_80km/h,1,40,0.14260499169443228,0.380045740081927,0.919836849731394
monthly,pooled,precip_over_20mm,1,81,0.0987518602265393,0.38043269065228297,0.919836849731394
monthly,pooled,rain_over_20mm,1,81,0.0987518602265393,0.38043269065228297,0.919836849731394
weekly,pooled,tmax_over_30°C,2,331,0.048324108806062846,0.38083095687121093,0.919836849731394
weekly,ummels,precip_over_5mm,2,161,0.06923717583692271,0.38281360423406247,0.919836849731394
weekly,gilde,tmax_over_32°C,0,172,-0.06690506037548058,0.38319147267304604,0.919836849731394
weekly,gilde,rain_over_10mm,0,172,-0.06655616738840844,0.38568266601881396,0.919836849731394
weekly,gilde,tmin_under_2°C,2,170,0.06664884322119072,0.3878384984661811,0.919836849731394
monthly,gilde,wind_max_kmh_max,1,40,-0.14015009380863042,0.3883859194450301,0.919836849731394
weekly,gilde,rain_over_5mm,0,172,0.06604791737088594,0.3893292115354845,0.919836849731394
weekly,ummels,rain_over_0.5mm,1,162,0.06798935801953268,0.3899778535013196,0.919836849731394
monthly,pooled,snow_over_0.1cm,1,81,0.0964908682957208,0.39148793942571225,0.919836849731394
monthly,ummels,precip_over_15mm,1,41,0.13730798766265126,0.3919558772971595,0.919836849731394
weekly,ummels,tmean_under_6°C,1,162,0.06758264635652135,0.39282621808076246,0.919836849731394
monthly,gilde,gust_over_40km/h,2,39,0.14039712875771032,0.3939437298116218,0.919836849731394
monthly,pooled,snow_over_2cm,2,79,0.09721106366967185,0.3940587487222785,0.919836849731394
monthly,gilde,tmax_over_32°C,0,41,-0.13636828034202772,0.39523541319996613,0.919836849731394
monthly,ummels,tmax_over_24°C,2,40,0.13797397580290377,0.39586766012926417,0.919836849731394
weekly,pooled,tmean_under_2°C,1,333,-0.04664841906686336,0.3961513042874137,0.919836849731394
monthly,gilde,tmin_under_1°C,0,41,-0.1360606659969726,0.39631242567311364,0.919836849731394
weekly,gilde,wind_max_kmh_max,1,171,-0.06518739140109847,0.39694781116290034,0.919836849731394
monthly,pooled,precip_over_15mm,1,81,0.09538777893817912,0.3969502566240658,0.919836849731394
monthly,pooled,tmax_under_9°C,1,81,0.09533360773587243,0.39721966004774095,0.919836849731394
monthly,gilde,tmean_under_2°C,2,39,0.13941393488918044,0.3972973091192827,0.919836849731394
weekly,gilde,snow_over_5cm,0,172,-0.06493197578770996,0.39740837329399104,0.919836849731394
monthly,gilde,tmax_over_26°C,0,41,-0.1354323255046545,0.398517640720903,0.919836849731394
weekly,gilde,tmin_under_1°C,2,170,0.06513070220854424,0.3987635529023309,0.919836849731394
monthly,gilde,tmax_over_26°C,2,39,-0.13844701578342075,0.40061141866773237,0.919836849731394
weekly,pooled,tmean_under_10°C,0,335,-0.045960210350911516,0.40174494526476107,0.919836849731394
monthly,gilde,tmin_under_-3°C,1,40,-0.13618547597525155,0.4020788063103071,0.919836849731394
weekly,ummels,tmean_under_8°C,2,161,0.0663325866620986,0.4031384160052869,0.919836849731394
weekly,ummels,rain_over_5mm,2,161,0.0661304415407038,0.40457635709830975,0.919836849731394
monthly,pooled,tmax_over_30°C,2,79,-0.09501448407084484,0.4048824562129786,0.919836849731394
weekly,gilde,precip_over_10mm,1,171,-0.06403520135248596,0.40536293058833295,0.919836849731394
weekly,ummels,tmean_under_2°C,2,161,0.06601161478451856,0.4054230367947349,0.919836849731394
monthly,ummels,snow_over_5cm,1,41,0.13317070908526515,0.4065135354345446,0.919836849731394
monthly,pooled,gust_over_40km/h,0,83,-0.09223082117641493,0.4069407494737866,0.919836849731394
monthly,ummels,tmax_over_30°C,0,42,0.1313275044581969,0.40709658741197857,0.919836849731394
weekly,ummels,tmax_over_30°C,0,163,0.06519009475175883,0.40836965522447705,0.919836849731394
monthly,gilde,tmax_under_9°C,0,41,-0.1321416389788098,0.4101820234329434,0.919836849731394
weekly,pooled,rain_over_0.5mm,1,333,-0.04522916390680114,0.4106943525292512,0.919836849731394
weekly,gilde,tmin_under_-3°C,0,172,-0.06279675223090916,0.4131434215338043,0.919836849731394
weekly,ummels,tmin_under_0°C,1,162,-0.0647281862843328,0.41316630066758336,0.919836849731394
weekly,gilde,rain_over_10mm,1,171,-0.06297481287711759,0.4132001539472915,0.919836849731394
weekly,pooled,tmin_under_-3°C,2,331,0.04493584548490391,0.41515531761023433,0.919836849731394
weekly,pooled,wind_max_kmh_mean,2,331,-0.04492361466659965,0.4152824270734519,0.919836849731394
monthly,pooled,tmean_under_0°C,2,79,0.09247397436221826,0.41761570269153486,0.919836849731394
weekly,pooled,tmin_under_0°C,2,331,0.04461202823619465,0.41852831864299533,0.919836849731394
monthly,pooled,gust_over_60km/h,1,81,-0.09106596293166437,0.4187816150773589,0.919836849731394
monthly,pooled,snow_over_5cm,1,81,0.09101388977945139,0.4190488129652398,0.919836849731394
weekly,gilde,rain_over_5mm,1,171,-0.06213055708672449,0.41950308219543136,0.919836849731394
monthly,ummels,tmin_under_3°C,1,41,0.12939076552148215,0.42008080325080355,0.919836849731394
weekly,gilde,precip_over_15mm,2,170,-0.06218262175843791,0.4204963669983861,0.919836849731394
weekly,gilde,rain_over_15mm,2,170,-0.06218262175843791,0.4204963669983861,0.919836849731394
monthly,ummels,tmin_under_-3°C,2,40,0.13083347188538605,0.42099726117319225,0.919836849731394
weekly,ummels,tmin_under_-2°C,0,163,-0.06340285500228036,0.4213662307609113,0.919836849731394
weekly,ummels,wind_over_25km/h,2,161,-0.06359259486177544,0.4228862653231439,0.919836849731394
weekly,gilde,precip_over_10mm,0,172,-0.06142586499367746,0.42343584048559685,0.919836849731394
weekly,gilde,precip_over_5mm,1,171,-0.06158224930975269,0.4236263983885249,0.919836849731394
monthly,pooled,tmin_under_3°C,1,81,0.08998109958082265,0.4243685583764843,0.919836849731394
monthly,pooled,precip_over_5mm,0,83,0.0884917748130553,0.42630275301051174,0.919836849731394
weekly,pooled,tmax_under_3°C,1,333,-0.04367358375565202,0.4269914698419255,0.919836849731394
monthly,pooled,tmax_over_24°C,0,83,0.0883041061285352,0.4272882557482575,0.919836849731394
monthly,gilde,wind_over_30km/h,2,39,-0.1305760030837413,0.42817593410741234,0.919836849731394
weekly,gilde,snow_over_1cm,0,172,-0.06064901325346339,0.4293337485373757,0.919836849731394
monthly,pooled,rain_over_10mm,1,81,0.08898366503026381,0.42954275479763854,0.919836849731394
weekly,gilde,tmax_over_30°C,0,172,0.06058399622883387,0.42982949850470303,0.919836849731394
weekly,gilde,tmin_under_-3°C,2,170,0.0607983480664915,0.4309343221268792,0.919836849731394
monthly,pooled,tmax_over_30°C,1,81,-0.08868573756720365,0.4310951993291547,0.919836849731394
weekly,gilde,gust_over_70km/h,1,171,-0.06040314207157736,0.43257255714268933,0.9212038402593828
monthly,ummels,gust_over_50km/h,2,40,-0.1272522612175989,0.43393120779880745,0.9222261299542025
weekly,ummels,tmax_under_7°C,2,161,0.06186101680649414,0.4356503394751626,0.9222261299542025
weekly,pooled,snow_over_1cm,2,331,0.042841208326551805,0.43725576387450843,0.9222261299542025
weekly,ummels,rain_over_3mm,0,163,-0.06109515275920182,0.43849810259815375,0.9222261299542025
weekly,gilde,rain_over_3mm,2,170,0.0597982173394615,0.4385674847036112,0.9222261299542025
weekly,pooled,precip_mm_sum,1,333,-0.04243989548737711,0.44017892298217653,0.9222261299542025
monthly,gilde,snow_over_0.1cm,1,40,0.125514543672758,0.4402857083018105,0.9222261299542025
weekly,ummels,gust_over_40km/h,1,162,-0.06104502956682611,0.4403040685560846,0.9222261299542025
weekly,gilde,tmax_over_30°C,1,171,-0.05935811740323486,0.44059123011436013,0.9222261299542025
weekly,gilde,tmin_under_3°C,2,170,0.05926495136419504,0.44266873344284013,0.9248164620883623
weekly,ummels,tmin_under_-1°C,1,162,-0.06024542496384635,0.4463266025390415,0.9295129652236523
monthly,gilde,tmean_under_8°C,2,39,0.12547085824994958,0.44660523033906635,0.9295129652236523
monthly,gilde,gust_over_60km/h,0,41,-0.12131751627311112,0.44989784106277464,0.9339700631919311
monthly,gilde,tmin_under_0°C,2,39,0.12442229104214848,0.45044332747948723,0.9339700631919311
weekly,ummels,wind_over_40km/h,1,162,-0.05894426763645827,0.45622537438397553,0.9434388313583277
monthly,gilde,tmax_under_9°C,2,39,0.12271687169064749,0.4567237939273285,0.9434388313583277
weekly,pooled,temp_max_c_max,2,331,0.04085509973594997,0.4588202631843449,0.9440081904098203
monthly,ummels,snow_over_1cm,1,41,0.11880497164180635,0.4594070288773498,0.9440081904098203
monthly,pooled,precip_over_10mm,1,81,0.08332453178526855,0.4595716530968789,0.9440081904098203
monthly,ummels,tmax_over_26°C,1,41,-0.1183771369723992,0.4610369529189,0.9452545347555101
monthly,ummels,tmax_over_26°C,2,40,-0.1196126790847108,0.4622456895256976,0.9459711973379054
monthly,pooled,wind_over_30km/h,2,79,-0.08350758210406985,0.4643636420133835,0.946308738047774
monthly,ummels,tmean_under_8°C,0,42,-0.11519242632825173,0.4675773830701744,0.946308738047774
weekly,gilde,snow_over_5cm,2,170,0.05571286315028761,0.47053539607453043,0.946308738047774
monthly,gilde,wind_over_30km/h,0,41,-0.11574746070666524,0.47112312889389735,0.946308738047774
weekly,pooled,tmean_under_6°C,1,333,0.03961287114320528,0.47125922430276423,0.946308738047774
monthly,ummels,tmin_under_-3°C,1,41,-0.11531933280844561,0.4727762188352848,0.946308738047774
weekly,ummels,tmax_under_7°C,1,162,-0.05654738992887022,0.47477611630113725,0.946308738047774
monthly,ummels,tmax_over_25°C,1,41,-0.11452087845200969,0.47586739470207384,0.946308738047774
weekly,pooled,rain_over_1mm,1,333,-0.039201523106706604,0.47587989888837223,0.946308738047774
monthly,pooled,gust_over_70km/h,0,83,-0.0792795737383776,0.47619229772715965,0.946308738047774
monthly,pooled,precip_over_20mm,2,79,0.08131854082182861,0.47619502080140136,0.946308738047774
monthly,pooled,rain_over_20mm,2,79,0.08131854082182861,0.47619502080140136,0.946308738047774
monthly,gilde,rain_over_2mm,0,41,-0.11424339687147478,0.47694413827956655,0.946308738047774
monthly,ummels,snow_over_0.1cm,2,40,0.11569939076333607,0.4771235717139447,0.946308738047774
monthly,pooled,tmean_under_2°C,1,81,-0.0800603745242612,0.4774029589700865,0.946308738047774
monthly,ummels,tmin_under_1°C,1,41,0.11410454051771401,0.47748343928729026,0.946308738047774
monthly,pooled,rain_over_8mm,2,79,0.08088237123843751,0.47857163618531046,0.946308738047774
monthly,gilde,tmin_under_3°C,0,41,-0.11355963779558946,0.4796028683608135,0.946308738047774
weekly,pooled,tmax_over_27°C,0,335,0.038715759967223845,0.48004452882695825,0.946308738047774
monthly,ummels,temp_max_c_max,1,41,0.11315823870657933,0.4811672809440764,0.946308738047774
monthly,pooled,rain_over_15mm,0,83,0.07835988212348442,0.48133957258044774,0.946308738047774
monthly,ummels,gust_over_80km/h,2,40,0.11433855563982849,0.4823556200242707,0.946308738047774
monthly,pooled,wind_over_35km/h,1,81,-0.07904512193568314,0.4830237752921251,0.946308738047774
monthly,gilde,precip_over_10mm,1,40,0.11395556966244393,0.48383347730002746,0.946308738047774
monthly,pooled,tmin_under_-1°C,1,81,-0.07873014022558796,0.484774768440725,0.946308738047774
weekly,ummels,gust_over_80km/h,0,163,-0.054962408419253185,0.4859031055254196,0.946308738047774
monthly,pooled,tmin_under_-1°C,2,79,0.07935371750422915,0.4869509296171971,0.946308738047774
