resolution,scope,feature,lag,n,spearman_r,p,q_fdr
weekly,pooled,tmax_over_28°C,2,331,0.07816080560669214,0.15595643960245995,0.8748065108673045
monthly,gilde,tmin_under_3°C,2,39,0.23156733593866424,0.15605919708636326,0.8748065108673045
monthly,pooled,rain_over_0.5mm,2,79,0.16104449717639768,0.15623373385854641,0.8748065108673045
weekly,gilde,tmin_under_5°C,0,172,-0.10851869248158819,0.15647716075176005,0.8748065108673045
monthly,pooled,tmean_under_2°C,2,79,0.16091509967832454,0.15657109250092785,0.8748065108673045
monthly,gilde,rain_over_10mm,2,39,0.2295288968366598,0.15983759892308438,0.8748065108673045
weekly,pooled,rain_over_10mm,2,331,0.07727926856201763,0.1606905738160675,0.8748065108673045
weekly,ummels,wind_over_35km/h,1,162,-0.1104603948764461,0.16171395169727942,0.8748065108673045
monthly,gilde,precip_over_10mm,2,39,0.2282244087837576,0.16229010702121488,0.8748065108673045
monthly,gilde,tmean_under_6°C,2,39,0.22789727085821146,0.16290939056694442,0.8748065108673045
weekly,pooled,wind_over_35km/h,0,335,-0.0763209059505825,0.16340393613142806,0.8748065108673045
monthly,pooled,wind_over_35km/h,0,83,-0.15380322248600933,0.16506423273782744,0.8748065108673045
weekly,gilde,tmax_under_7°C,2,170,0.10678590134950426,0.1657433045969285,0.8748065108673045
weekly,pooled,snow_over_5cm,0,335,-0.07555545703123483,0.1676803202911809,0.8748065108673045
weekly,gilde,precip_over_2mm,2,170,0.10624164270452954,0.16792333995685696,0.8748065108673045
weekly,ummels,wind_over_25km/h,1,162,-0.10800755767516176,0.17128949340814512,0.8748065108673045
weekly,pooled,precip_over_2mm,2,331,0.07530073128287293,0.17170831759019367,0.8748065108673045
weekly,ummels,tmin_under_5°C,2,161,0.10815868313544173,0.17203430100769662,0.8748065108673045
monthly,gilde,gust_over_40km/h,0,41,-0.2173307268169485,0.17227219773059446,0.8748065108673045
monthly,gilde,tmean_under_4°C,2,39,0.22259257659886167,0.17319097497269004,0.8748065108673045
monthly,pooled,wind_max_kmh_max,0,83,-0.15070735905293647,0.17383991009192903,0.8748065108673045
