strategy,label,weather_metric,coef,p,pct_per_unit,r2,r_season_adj,n,lag_weeks,r,target,n_extreme,rev_gap_eur
S3_forward_lag,Gilde GB (Valkenswaard),rain_days,,0.6189535774050551,,,,,3.0,-0.038528194332317675,,,
S3_forward_lag,Gilde GB (Valkenswaard),workable_days,,0.6306653671880033,,,,,3.0,-0.037247491527616215,,,
S3_forward_lag,Gilde GB (Valkenswaard),frost_days,,0.6885433985088156,,,,,6.0,-0.031339810837190694,,,
S3_forward_lag,Gilde GB (Valkenswaard),rain_days,,0.7066637395925975,,,,,4.0,-0.02924745393867867,,,
S3_forward_lag,Gilde GB (Valkenswaard),frost_days,,0.7174605924113401,,,,,1.0,0.027870767988788868,,,
S3_forward_lag,Gilde GB (Valkenswaard),heat_days,,0.7448341383038797,,,,,3.0,-0.025218446328282722,,,
S3_forward_lag,Gilde GB (Valkenswaard),frost_days,,0.7747465981818717,,,,,4.0,-0.022241956264232567,,,
S3_forward_lag,Gilde GB (Valkenswaard),frost_days,,0.8632092260337646,,,,,7.0,-0.013514921960605695,,,
S3_forward_lag,Gilde GB (Valkenswaard),workable_days,,0.8836281202977124,,,,,6.0,-0.011446755640911459,,,
S3_forward_lag,Gilde GB (Valkenswaard),heat_days,,0.9002724642021029,,,,,1.0,-0.009653827318228232,,,
S3_forward_lag,Gilde GB (Valkenswaard),heat_days,,0.9024918305925429,,,,,2.0,0.009466036782107067,,,
S3_forward_lag,Gilde GB (Valkenswaard),rain_days,,0.9329853337559396,,,,,0.0,-0.006458788257384584,,,
S3_forward_lag,Gilde GB (Valkenswaard),frost_days,,0.9701825550189598,,,,,2.0,0.002888166392748731,,,
S4_deseason_detrend,Gilde GB (Valkenswaard),frost_days,,0.006123043818609102,,,,,,-0.20823059871826904,,,
S4_deseason_detrend,Gilde GB (Valkenswaard),cold_days,,0.00631889955028202,,,,,,-0.20746073582141097,,,
S4_deseason_detrend,Gilde GB (Valkenswaard),temp_mean_c,,0.09988554127065721,,,,,,0.12587957582613654,,,
S4_deseason_detrend,Gilde GB (Valkenswaard),workable_days,,0.11309619331708548,,,,,,0.12124952945046716,,,
S4_deseason_detrend,Gilde GB (Valkenswaard),heavy_rain_days,,0.5242367633983008,,,,,,0.048885113889068826,,,
S4_deseason_detrend,Gilde GB (Valkenswaard),heat_days,,0.7159524654214275,,,,,,0.027943435448185346,,,
S4_deseason_detrend,Gilde GB (Valkenswaard),rain_mm,,0.7578836970816453,,,,,,0.023674017820177293,,,
S4_deseason_detrend,Gilde GB (Valkenswaard),windy_days,,0.7688997350560752,,,,,,0.022564824049874865,,,
S4_deseason_detrend,Gilde GB (Valkenswaard),rain_days,,0.8441413265779247,,,,,,0.01509978675155775,,,
S5_activity,Gilde GB (Valkenswaard),frost_days,,0.237138815179793,,,-0.0906146906989956,,,,active_days,,
S5_activity,Gilde GB (Valkenswaard),workable_days,,0.36726649375625614,,,0.06916875968887562,,,,active_days,,
S5_activity,Gilde GB (Valkenswaard),frost_days,,0.4085594636574349,,,-0.06341374691308224,,,,invoice_lines,,
S5_activity,Gilde GB (Valkenswaard),rain_days,,0.42748128364923754,,,0.06089234551990771,,,,invoice_lines,,
S5_activity,Gilde GB (Valkenswaard),windy_days,,0.4428710745632291,,,0.05888880061771489,,,,invoice_lines,,
S5_activity,Gilde GB (Valkenswaard),heat_days,,0.7321637653687247,,,0.02628336116235181,,,,active_days,,
S5_activity,Gilde GB (Valkenswaard),rain_days,,0.7571439942877337,,,0.023748670889970208,,,,active_days,,
S5_activity,Gilde GB (Valkenswaard),workable_days,,0.7684283300646246,,,-0.022612192266306612,,,,invoice_lines,,
S5_activity,Gilde GB (Valkenswaard),heat_days,,0.890901117185815,,,-0.01053519268249227,,,,invoice_lines,,
S5_activity,Gilde GB (Valkenswaard),windy_days,,0.9038333774564262,,,-0.009279930605936619,,,,active_days,,
S6_extreme,Gilde GB (Valkenswaard),rain_mm,,0.1858,,,,,,,,18.0,66888.0
S6_extreme,Gilde GB (Valkenswaard),heat_days,,0.2939,,,,,,,,24.0,46369.0
S6_extreme,Gilde GB (Valkenswaard),frost_days,,0.3828,,,,,,,,24.0,-26120.0
S6_extreme,Gilde GB (Valkenswaard),workable_days,,0.5267,,,,,,,,38.0,-38899.0
S7_panel,POOLED(2),workable_days,0.10425622523585677,0.030317785817294947,10.988479898035685,,,335.0,,,,,
S7_panel,POOLED(2),temp_mean_c,0.05232518931899223,0.21388617780399233,5.3718344755991465,,,335.0,,,,,
S7_panel,POOLED(2),windy_days,-1.1542803461344584,0.24931671566244273,-68.47156491182969,,,335.0,,,,,
S7_panel,POOLED(2),frost_days,-0.1287375914853525,0.32216940505632075,-12.079535393676188,,,335.0,,,,,
S7_panel,POOLED(2),cold_days,-0.09544368277893918,0.3560740088918525,-9.103044914862613,,,335.0,,,,,
S7_panel,POOLED(2),heat_days,0.06275446787987632,0.40973802969135253,6.476537303396879,,,335.0,,,,,
S7_panel,POOLED(2),rain_days,0.031879092253018146,0.42390373658407554,3.2392673486551615,,,335.0,,,,,
S7_panel,POOLED(2),heavy_rain_days,-0.04661903357751336,0.5633029824927254,-4.554905790230102,,,335.0,,,,,
S7_panel,POOLED(2),rain_mm,0.0015116079611668595,0.7695287840328051,0.15127510163588376,,,335.0,,,,,
