company,res,season,lag,split,n,r,p,impact_pct,config,factors
pooled,monthly,True,0,33,83,-0.24449897402830284,0.025904766795409997,-21.979042724958276,frost=-2,{'frost': -2}
pooled,monthly,True,0,33,83,-0.28875990154522096,0.008109347472288182,-27.64141497298933,frost=-1,{'frost': -1}
pooled,monthly,True,0,33,83,-0.15258744157921697,0.16847067517867056,-18.028720313396818,frost=0,{'frost': 0}
pooled,monthly,True,0,33,83,-0.09059528271193305,0.41534597280208213,-21.79941305944093,frost=1,{'frost': 1}
pooled,monthly,True,0,33,83,-0.0987935876108683,0.37422940937250254,-19.87024980626907,frost=2,{'frost': 2}
pooled,monthly,True,0,33,83,-0.107421108482286,0.3337382462542475,-20.61691257490301,frost=3,{'frost': 3}
pooled,monthly,True,0,33,83,0.00908905315572842,0.9350036991021784,-0.1433797290440353,cold=2,{'cold': 2}
pooled,monthly,True,0,33,83,0.00359238090507812,0.9742871166700734,-23.124211889647295,cold=4,{'cold': 4}
pooled,monthly,True,0,33,83,0.01632522602490162,0.8835392905097122,-21.79941305944093,cold=6,{'cold': 6}
pooled,monthly,True,0,33,83,-0.20426879686759436,0.06397741145217116,-16.59256396267381,cold=8,{'cold': 8}
pooled,monthly,True,0,33,83,-0.20650521495158924,0.061059590247867224,-16.3122158751691,cold=10,{'cold': 10}
pooled,monthly,True,0,33,83,0.12087870444486656,0.2763508475352471,9.510149572667137,heat=24,{'heat': 24}
pooled,monthly,True,0,33,83,0.015240660868593412,0.8912274505364716,4.566522714335441,heat=26,{'heat': 26}
pooled,monthly,True,0,33,83,0.10087693009752456,0.36418875350128793,-12.349719196275755,heat=28,{'heat': 28}
pooled,monthly,True,0,33,83,0.037559030664443584,0.7360349859308307,-4.329663408186235,heat=30,{'heat': 30}
pooled,monthly,True,0,33,83,0.05444860382566149,0.624919307029505,-17.106519440874646,heat=32,{'heat': 32}
pooled,monthly,True,0,33,83,-0.13454332019167975,0.22525167301441576,-4.229783106327211,wind=25,{'wind': 25}
pooled,monthly,True,0,33,83,-0.12798198667526817,0.2488949634138508,-12.720614676825326,wind=30,{'wind': 30}
pooled,monthly,True,0,33,83,-0.17243963438773488,0.11902551480618129,-19.94452848266691,wind=35,{'wind': 35}
pooled,monthly,True,0,33,83,-0.08656483162298402,0.43648345617225764,-6.495495457683664,wind=40,{'wind': 40}
pooled,monthly,True,0,33,83,-0.027483274166172453,0.8051915892887116,-10.47990532552262,wind=45,{'wind': 45}
pooled,monthly,True,0,33,83,-0.05156684927447515,0.6433788352554953,-3.8910550763512575,rain=1,{'rain': 1}
